MM:DD:YYYY,hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
3/23/93,7:57:00 AM,1.16.3,FR1,0,3.7,1,1,Pellet,Left,1711,391,1471,0,0.06,21,nan
3/23/93,7:57:00 AM,1.16.3,FR1,0,3.7,nan,1,Left,Left,1712,391,1471,0,nan,nan,0.2
3/23/93,7:57:00 AM,1.16.3,FR1,0,3.7,1,1,Pellet,Left,1712,391,1472,0,0.24,17,nan
3/23/93,7:58:00 AM,1.16.3,FR1,0,3.7,nan,1,Left,Left,1713,391,1472,0,nan,nan,0.02
3/23/93,7:58:00 AM,1.16.3,FR1,0,3.7,2,1,Pellet,Left,1713,391,1473,0,0.06,24,nan
3/23/93,7:58:00 AM,1.16.3,FR1,0,3.7,nan,1,Left,Left,1714,391,1473,0,nan,nan,0.12
3/23/93,7:58:00 AM,1.16.3,FR1,0,3.7,1,1,Pellet,Left,1714,391,1474,0,0.73,21,nan
3/23/93,7:59:00 AM,1.16.3,FR1,0,3.7,nan,1,Left,Left,1715,391,1474,0,nan,nan,0.16
3/23/93,7:59:00 AM,1.16.3,FR1,0,3.7,2,1,Pellet,Left,1715,391,1475,0,0.06,23,nan
3/23/93,7:59:00 AM,1.16.3,FR1,0,3.7,nan,1,Left,Left,1716,391,1475,0,nan,nan,0.08
3/23/93,7:59:00 AM,1.16.3,FR1,0,3.7,1,1,Pellet,Left,1716,391,1476,0,0.24,18,nan
3/23/93,8:29:00 AM,1.16.3,FR1,0,3.7,nan,1,Left,Left,1717,391,1476,0,nan,nan,0.08
3/23/93,8:30:00 AM,1.16.3,FR1,0,3.7,1,1,Pellet,Left,1717,391,1477,0,57.56,1846,nan
3/23/93,8:30:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1718,391,1477,0,nan,nan,0.03
3/23/93,8:30:00 AM,1.16.3,FR1,0,3.7,nan,1,LeftDuringDispense,Left,1719,391,1477,0,nan,nan,0.05
3/23/93,8:30:00 AM,1.16.3,FR1,0,3.69,3,1,Pellet,Left,1719,391,1478,0,0.42,51,nan
3/23/93,8:31:00 AM,1.16.3,FR1,0,3.7,nan,1,Left,Left,1720,391,1478,0,nan,nan,0.08
3/23/93,8:31:00 AM,1.16.3,FR1,0,3.7,1,1,Pellet,Left,1720,391,1479,0,0.3,23,nan
3/23/93,8:31:00 AM,1.16.3,FR1,0,3.7,nan,1,Left,Left,1721,391,1479,0,nan,nan,0.12
3/23/93,8:31:00 AM,1.16.3,FR1,0,3.69,2,1,Pellet,Left,1721,391,1480,0,0.06,20,nan
3/23/93,8:32:00 AM,1.16.3,FR1,0,3.7,nan,1,Left,Left,1722,391,1480,0,nan,nan,0.04
3/23/93,8:32:00 AM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1722,391,1481,0,0.24,22,nan
3/23/93,8:32:00 AM,1.16.3,FR1,0,3.7,nan,1,Left,Left,1723,391,1481,0,nan,nan,0.16
3/23/93,8:32:00 AM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1723,391,1482,0,0.06,20,nan
3/23/93,8:32:00 AM,1.16.3,FR1,0,3.7,nan,1,Left,Left,1724,391,1482,0,nan,nan,0.15
3/23/93,8:32:00 AM,1.16.3,FR1,0,3.7,1,1,Pellet,Left,1724,391,1483,0,0.3,22,nan
3/23/93,8:33:00 AM,1.16.3,FR1,0,3.7,nan,1,Left,Left,1725,391,1483,0,nan,nan,0.05
3/23/93,8:33:00 AM,1.16.3,FR1,0,3.7,1,1,Pellet,Left,1725,391,1484,0,0.42,34,nan
3/23/93,8:40:00 AM,1.16.3,FR1,0,3.7,nan,1,Left,Left,1726,391,1484,0,nan,nan,0.1
3/23/93,8:41:00 AM,1.16.3,FR1,0,3.7,1,1,Pellet,Left,1726,391,1485,0,57.07,474,nan
3/23/93,8:42:00 AM,1.16.3,FR1,0,3.7,nan,1,Right,Left,1726,392,1485,0,nan,nan,0.01
3/23/93,9:14:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1727,392,1485,0,nan,nan,0.31
3/23/93,9:14:00 AM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1727,392,1486,0,0.61,1980,nan
3/23/93,9:14:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1728,392,1486,0,nan,nan,0.13
3/23/93,9:14:00 AM,1.16.3,FR1,0,3.7,1,1,Pellet,Left,1728,392,1487,0,0.42,24,nan
3/23/93,9:14:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1729,392,1487,0,nan,nan,0.17
3/23/93,9:15:00 AM,1.16.3,FR1,0,3.69,2,1,Pellet,Left,1729,392,1488,0,0.24,22,nan
3/23/93,9:15:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1730,392,1488,0,nan,nan,0.08
3/23/93,9:15:00 AM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1730,392,1489,0,0.18,23,nan
3/23/93,9:15:00 AM,1.16.3,FR1,0,3.7,nan,1,Left,Left,1731,392,1489,0,nan,nan,0.09
3/23/93,9:15:00 AM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1731,392,1490,0,0.3,18,nan
3/23/93,9:16:00 AM,1.16.3,FR1,0,3.7,nan,1,Left,Left,1732,392,1490,0,nan,nan,0.13
3/23/93,9:16:00 AM,1.16.3,FR1,0,3.7,1,1,Pellet,Left,1732,392,1491,0,0.12,22,nan
3/23/93,9:16:00 AM,1.16.3,FR1,0,3.7,nan,1,Left,Left,1733,392,1491,0,nan,nan,0.09
3/23/93,9:16:00 AM,1.16.3,FR1,0,3.7,1,1,Pellet,Left,1733,392,1492,0,0.3,18,nan
3/23/93,9:16:00 AM,1.16.3,FR1,0,3.7,nan,1,Left,Left,1734,392,1492,0,nan,nan,0.19
3/23/93,9:17:00 AM,1.16.3,FR1,0,3.69,2,1,Pellet,Left,1734,392,1493,0,14.92,42,nan
3/23/93,9:17:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1735,392,1493,0,nan,nan,0.13
3/23/93,9:17:00 AM,1.16.3,FR1,0,3.7,1,1,Pellet,Left,1735,392,1494,0,0.18,25,nan
3/23/93,9:18:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1736,392,1494,0,nan,nan,0.23
3/23/93,9:18:00 AM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1736,392,1495,0,0.24,35,nan
3/23/93,9:18:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1737,392,1495,0,nan,nan,0.15
3/23/93,9:18:00 AM,1.16.3,FR1,0,3.7,1,1,Pellet,Left,1737,392,1496,0,0.24,22,nan
3/23/93,9:18:00 AM,1.16.3,FR1,0,3.7,nan,1,Left,Left,1738,392,1496,0,nan,nan,0.25
3/23/93,9:18:00 AM,1.16.3,FR1,0,3.7,1,1,Pellet,Left,1738,392,1497,0,0.18,26,nan
3/23/93,9:19:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1739,392,1497,0,nan,nan,0.1
3/23/93,9:19:00 AM,1.16.3,FR1,0,3.69,3,1,Pellet,Left,1739,392,1498,0,13.01,37,nan
3/23/93,10:00:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1740,392,1498,0,nan,nan,0.09
3/23/93,10:00:00 AM,1.16.3,FR1,0,3.69,2,1,Pellet,Left,1740,392,1499,0,9.87,2462,nan
3/23/93,10:01:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1741,392,1499,0,nan,nan,0.25
3/23/93,10:01:00 AM,1.16.3,FR1,0,3.69,2,1,Pellet,Left,1741,392,1500,0,0.12,49,nan
3/23/93,10:01:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1742,392,1500,0,nan,nan,0.17
3/23/93,10:01:00 AM,1.16.3,FR1,0,3.69,2,1,Pellet,Left,1742,392,1501,0,0.18,29,nan
3/23/93,10:02:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1743,392,1501,0,nan,nan,0.19
3/23/93,10:02:00 AM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1743,392,1502,0,0.3,34,nan
3/23/93,10:02:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1744,392,1502,0,nan,nan,0.39
3/23/93,10:02:00 AM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1744,392,1503,0,0.36,24,nan
3/23/93,10:03:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1745,392,1503,0,nan,nan,0.13
3/23/93,10:03:00 AM,1.16.3,FR1,0,3.7,1,1,Pellet,Left,1745,392,1504,0,0.06,29,nan
3/23/93,10:03:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1746,392,1504,0,nan,nan,0.29
3/23/93,10:03:00 AM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1746,392,1505,0,1.58,29,nan
3/23/93,10:07:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1747,392,1505,0,nan,nan,0.68
3/23/93,10:24:00 AM,1.16.3,FR1,0,3.69,nan,1,RightWithPellet,Left,1747,393,1505,0,nan,nan,0.07
3/23/93,10:24:00 AM,1.16.3,FR1,0,3.69,nan,1,LeftWithPellet,Left,1748,393,1505,0,nan,nan,0.18
3/23/93,10:24:00 AM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1748,393,1506,0,Timed_out,1244,nan
3/23/93,10:26:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1749,393,1506,0,nan,nan,0.16
3/23/93,10:26:00 AM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1749,393,1507,0,0.55,106,nan
3/23/93,10:26:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1750,393,1507,0,nan,nan,0.18
3/23/93,10:26:00 AM,1.16.3,FR1,0,3.7,2,1,Pellet,Left,1750,393,1508,0,0.18,30,nan
3/23/93,10:27:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1751,393,1508,0,nan,nan,0.11
3/23/93,10:27:00 AM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1751,393,1509,0,0.06,25,nan
3/23/93,10:27:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1752,393,1509,0,nan,nan,0.04
3/23/93,10:27:00 AM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1752,393,1510,0,0.24,20,nan
3/23/93,10:49:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1753,393,1510,0,nan,nan,0.19
3/23/93,10:49:00 AM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1753,393,1511,0,25.26,1339,nan
3/23/93,10:50:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1754,393,1511,0,nan,nan,0.08
3/23/93,10:52:00 AM,1.16.3,FR1,0,3.69,nan,1,LeftWithPellet,Left,1755,393,1511,0,nan,nan,0.02
3/23/93,10:57:00 AM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1755,393,1512,0,Timed_out,452,nan
3/23/93,10:57:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1756,393,1512,0,nan,nan,0.22
3/23/93,10:57:00 AM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1756,393,1513,0,1.65,31,nan
3/23/93,10:58:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1757,393,1513,0,nan,nan,0.11
3/23/93,10:58:00 AM,1.16.3,FR1,0,3.69,2,1,Pellet,Left,1757,393,1514,0,19.05,43,nan
3/23/93,10:58:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1758,393,1514,0,nan,nan,0
3/23/93,10:58:00 AM,1.16.3,FR1,0,3.69,2,1,Pellet,Left,1758,393,1515,0,1.16,23,nan
3/23/93,10:59:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1759,393,1515,0,nan,nan,0.17
3/23/93,10:59:00 AM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1759,393,1516,0,0.18,29,nan
3/23/93,10:59:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1760,393,1516,0,nan,nan,0.2
3/23/93,10:59:00 AM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1760,393,1517,0,0.24,24,nan
3/23/93,11:12:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1761,393,1517,0,nan,nan,0.07
3/23/93,11:14:00 AM,1.16.3,FR1,0,3.69,nan,1,RightWithPellet,Left,1761,394,1517,0,nan,nan,28.78
3/23/93,11:26:00 AM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1761,394,1518,0,Timed_out,1615,nan
3/23/93,11:27:00 AM,1.16.3,FR1,0,3.69,nan,1,Right,Left,1761,395,1518,0,nan,nan,0.03
3/23/93,11:27:00 AM,1.16.3,FR1,0,3.69,nan,1,Right,Left,1761,396,1518,0,nan,nan,1.34
3/23/93,11:34:00 AM,1.16.3,FR1,0,3.69,nan,1,Right,Left,1761,397,1518,0,nan,nan,0
3/23/93,11:58:00 AM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1762,397,1518,0,nan,nan,0.18
3/23/93,12:03:00 PM,1.16.3,FR1,0,3.69,nan,1,RightWithPellet,Left,1762,398,1518,0,nan,nan,0.52
3/23/93,12:04:00 PM,1.16.3,FR1,0,3.69,nan,1,LeftWithPellet,Left,1763,398,1518,0,nan,nan,0.37
3/23/93,12:10:00 PM,1.16.3,FR1,0,3.69,nan,1,LeftWithPellet,Left,1764,398,1518,0,nan,nan,0.32
3/23/93,12:30:00 PM,1.16.3,FR1,0,3.69,nan,1,LeftWithPellet,Left,1765,398,1518,0,nan,nan,0.11
3/23/93,12:31:00 PM,1.16.3,FR1,0,3.69,nan,1,LeftWithPellet,Left,1766,398,1518,0,nan,nan,0.35
3/23/93,12:31:00 PM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1766,398,1519,0,Timed_out,3870,nan
3/23/93,12:31:00 PM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1767,398,1519,0,nan,nan,0.29
3/23/93,12:31:00 PM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1767,398,1520,0,0.79,37,nan
3/23/93,12:39:00 PM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1768,398,1520,0,nan,nan,0.28
3/23/93,12:41:00 PM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1768,398,1521,0,Timed_out,554,nan
3/23/93,12:41:00 PM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1769,398,1521,0,nan,nan,0.05
3/23/93,12:41:00 PM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1769,398,1522,0,0.18,27,nan
3/23/93,12:41:00 PM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1770,398,1522,0,nan,nan,0.14
3/23/93,12:41:00 PM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1770,398,1523,0,0.48,17,nan
3/23/93,12:42:00 PM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1771,398,1523,0,nan,nan,0.25
3/23/93,12:42:00 PM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1771,398,1524,0,0.18,20,nan
3/23/93,12:42:00 PM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1772,398,1524,0,nan,nan,0.16
3/23/93,12:42:00 PM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1772,398,1525,0,0.24,17,nan
3/23/93,12:42:00 PM,1.16.3,FR1,0,3.68,nan,1,Left,Left,1773,398,1525,0,nan,nan,0.16
3/23/93,12:42:00 PM,1.16.3,FR1,0,3.69,2,1,Pellet,Left,1773,398,1526,0,0.06,18,nan
3/23/93,12:43:00 PM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1774,398,1526,0,nan,nan,0.13
3/23/93,12:43:00 PM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1774,398,1527,0,0.24,31,nan
3/23/93,12:43:00 PM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1775,398,1527,0,nan,nan,0.09
3/23/93,12:43:00 PM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1775,398,1528,0,0.3,22,nan
3/23/93,12:44:00 PM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1776,398,1528,0,nan,nan,0.09
3/23/93,12:44:00 PM,1.16.3,FR1,0,3.69,2,1,Pellet,Left,1776,398,1529,0,0.12,28,nan
3/23/93,12:44:00 PM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1777,398,1529,0,nan,nan,0.04
3/23/93,12:44:00 PM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1777,398,1530,0,0.24,38,nan
3/23/93,1:08:00 PM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1778,398,1530,0,nan,nan,0.32
3/23/93,2:23:00 PM,1.16.3,FR1,0,3.69,nan,1,LeftWithPellet,Left,1779,398,1530,0,nan,nan,0.04
3/23/93,2:23:00 PM,1.16.3,FR1,0,3.68,nan,1,LeftWithPellet,Left,1780,398,1530,0,nan,nan,0.45
3/23/93,2:23:00 PM,1.16.3,FR1,0,3.69,nan,1,LeftWithPellet,Left,1781,398,1530,0,nan,nan,0.21
3/23/93,2:23:00 PM,1.16.3,FR1,0,3.68,nan,1,LeftWithPellet,Left,1782,398,1530,0,nan,nan,0.47
3/23/93,2:23:00 PM,1.16.3,FR1,0,3.69,nan,1,LeftWithPellet,Left,1783,398,1530,0,nan,nan,0.27
3/23/93,2:23:00 PM,1.16.3,FR1,0,3.69,nan,1,LeftWithPellet,Left,1784,398,1530,0,nan,nan,0.23
3/23/93,2:23:00 PM,1.16.3,FR1,0,3.68,nan,1,LeftWithPellet,Left,1785,398,1530,0,nan,nan,0.19
3/23/93,2:23:00 PM,1.16.3,FR1,0,3.68,nan,1,LeftWithPellet,Left,1786,398,1530,0,nan,nan,0.26
3/23/93,2:23:00 PM,1.16.3,FR1,0,3.68,nan,1,LeftWithPellet,Left,1787,398,1530,0,nan,nan,0.21
3/23/93,2:23:00 PM,1.16.3,FR1,0,3.68,nan,1,LeftWithPellet,Left,1788,398,1530,0,nan,nan,0.14
3/23/93,2:24:00 PM,1.16.3,FR1,0,3.68,2,1,Pellet,Left,1788,398,1531,0,Timed_out,5956,nan
3/23/93,2:24:00 PM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1789,398,1531,0,nan,nan,0.06
3/23/93,2:24:00 PM,1.16.3,FR1,0,3.69,nan,1,LeftDuringDispense,Left,1790,398,1531,0,nan,nan,0.06
3/23/93,2:24:00 PM,1.16.3,FR1,0,3.69,2,1,Pellet,Left,1790,398,1532,0,1.28,36,nan
3/23/93,2:25:00 PM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1791,398,1532,0,nan,nan,0.23
3/23/93,2:25:00 PM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1791,398,1533,0,0.73,47,nan
3/23/93,2:25:00 PM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1792,398,1533,0,nan,nan,0.08
3/23/93,2:25:00 PM,1.16.3,FR1,0,3.69,2,1,Pellet,Left,1792,398,1534,0,0.24,27,nan
3/23/93,2:26:00 PM,1.16.3,FR1,0,3.68,nan,1,Left,Left,1793,398,1534,0,nan,nan,0.19
3/23/93,2:26:00 PM,1.16.3,FR1,0,3.68,1,1,Pellet,Left,1793,398,1535,0,0.67,29,nan
3/23/93,2:26:00 PM,1.16.3,FR1,0,3.68,nan,1,Left,Left,1794,398,1535,0,nan,nan,0.2
3/23/93,2:26:00 PM,1.16.3,FR1,0,3.68,nan,1,LeftDuringDispense,Left,1795,398,1535,0,nan,nan,0.09
3/23/93,2:26:00 PM,1.16.3,FR1,0,3.68,2,1,Pellet,Left,1795,398,1536,0,0.3,26,nan
3/23/93,2:27:00 PM,1.16.3,FR1,0,3.68,nan,1,Left,Left,1796,398,1536,0,nan,nan,0.2
3/23/93,2:27:00 PM,1.16.3,FR1,0,3.68,nan,1,LeftDuringDispense,Left,1797,398,1536,0,nan,nan,0.12
3/23/93,2:27:00 PM,1.16.3,FR1,0,3.69,3,1,Pellet,Left,1797,398,1537,0,0.12,30,nan
3/23/93,3:16:00 PM,1.16.3,FR1,0,3.68,nan,1,Left,Left,1798,398,1537,0,nan,nan,0.59
3/23/93,3:17:00 PM,1.16.3,FR1,0,3.69,1,1,Pellet,Left,1798,398,1538,0,56.78,3019,nan
3/23/93,3:18:00 PM,1.16.3,FR1,0,3.68,nan,1,Left,Left,1799,398,1538,0,nan,nan,0.32
3/23/93,3:18:00 PM,1.16.3,FR1,0,3.68,1,1,Pellet,Left,1799,398,1539,0,1.46,31,nan
3/23/93,3:18:00 PM,1.16.3,FR1,0,3.69,nan,1,Left,Left,1800,398,1539,0,nan,nan,0.44
3/23/93,3:18:00 PM,1.16.3,FR1,0,3.68,1,1,Pellet,Left,1800,398,1540,0,0.3,24,nan
3/23/93,3:18:00 PM,1.16.3,FR1,0,3.68,nan,1,Left,Left,1801,398,1540,0,nan,nan,0.27
3/23/93,3:18:00 PM,1.16.3,FR1,0,3.67,1,1,Pellet,Left,1801,398,1541,0,0.67,28,nan
3/23/93,4:46:00 PM,1.16.3,FR1,0,3.68,nan,1,Left,Left,1802,398,1541,0,nan,nan,0.4
3/23/93,4:47:00 PM,1.16.3,FR1,0,3.67,1,1,Pellet,Left,1802,398,1542,0,Timed_out,5329,nan
3/23/93,4:48:00 PM,1.16.3,FR1,0,3.68,nan,1,Left,Left,1803,398,1542,0,nan,nan,0.06
3/23/93,4:48:00 PM,1.16.3,FR1,0,3.67,1,1,Pellet,Left,1803,398,1543,0,1.46,32,nan
3/23/93,4:48:00 PM,1.16.3,FR1,0,3.67,nan,1,Left,Left,1804,398,1543,0,nan,nan,0.07
3/23/93,4:48:00 PM,1.16.3,FR1,0,3.67,2,1,Pellet,Left,1804,398,1544,0,0.42,27,nan
3/23/93,4:50:00 PM,1.16.3,FR1,0,3.67,nan,1,Left,Left,1805,398,1544,0,nan,nan,0.29
3/23/93,4:50:00 PM,1.16.3,FR1,0,3.67,1,1,Pellet,Left,1805,398,1545,0,1.34,87,nan
3/23/93,6:17:00 PM,1.16.3,FR1,0,3.67,nan,1,Left,Left,1806,398,1545,0,nan,nan,0.04
3/23/93,6:42:00 PM,1.16.3,FR1,0,3.67,nan,1,LeftWithPellet,Left,1807,398,1545,0,nan,nan,0.06
3/23/93,7:31:00 PM,1.16.3,FR1,0,3.67,nan,1,LeftWithPellet,Left,1808,398,1545,0,nan,nan,0.37
3/23/93,7:43:00 PM,1.16.3,FR1,0,3.67,nan,1,LeftWithPellet,Left,1809,398,1545,0,nan,nan,0.14
3/23/93,7:43:00 PM,1.16.3,FR1,0,3.67,nan,1,LeftWithPellet,Left,1810,398,1545,0,nan,nan,0.41
3/23/93,7:43:00 PM,1.16.3,FR1,0,3.67,nan,1,LeftWithPellet,Left,1811,398,1545,0,nan,nan,0.59
3/23/93,7:43:00 PM,1.16.3,FR1,0,3.67,nan,1,LeftWithPellet,Left,1812,398,1545,0,nan,nan,0.23
3/23/93,8:33:00 PM,1.16.3,FR1,0,3.67,nan,1,LeftWithPellet,Left,1813,398,1545,0,nan,nan,0.58
3/23/93,9:12:00 PM,1.16.3,FR1,0,3.67,nan,1,LeftWithPellet,Left,1814,398,1545,0,nan,nan,0.51
3/23/93,9:12:00 PM,1.16.3,FR1,0,3.66,nan,1,LeftWithPellet,Left,1815,398,1545,0,nan,nan,0.04
3/23/93,9:12:00 PM,1.16.3,FR1,0,3.67,1,1,Pellet,Left,1815,398,1546,0,Timed_out,15754,nan
3/23/93,9:14:00 PM,1.16.3,FR1,0,3.67,nan,1,Left,Left,1816,398,1546,0,nan,nan,0.61
3/23/93,9:14:00 PM,1.16.3,FR1,0,3.67,1,1,Pellet,Left,1816,398,1547,0,1.16,113,nan
3/23/93,9:15:00 PM,1.16.3,FR1,0,3.67,nan,1,Left,Left,1817,398,1547,0,nan,nan,0.04
3/23/93,9:15:00 PM,1.16.3,FR1,0,3.67,2,1,Pellet,Left,1817,398,1548,0,0.73,30,nan
3/23/93,9:15:00 PM,1.16.3,FR1,0,3.67,nan,1,Left,Left,1818,398,1548,0,nan,nan,0.09
3/23/93,9:15:00 PM,1.16.3,FR1,0,3.67,1,1,Pellet,Left,1818,398,1549,0,0.42,24,nan
3/23/93,9:17:00 PM,1.16.3,FR1,0,3.67,nan,1,Left,Left,1819,398,1549,0,nan,nan,0.1
3/23/93,9:17:00 PM,1.16.3,FR1,0,3.66,1,1,Pellet,Left,1819,398,1550,0,0.55,122,nan
3/23/93,9:22:00 PM,1.16.3,FR1,0,3.65,nan,1,Left,Left,1820,398,1550,0,nan,nan,0.06
3/23/93,9:27:00 PM,1.16.3,FR1,0,3.67,1,1,Pellet,Left,1820,398,1551,0,Timed_out,596,nan
3/23/93,9:28:00 PM,1.16.3,FR1,0,3.67,nan,1,Left,Left,1821,398,1551,0,nan,nan,0.11
3/23/93,9:28:00 PM,1.16.3,FR1,0,3.67,1,1,Pellet,Left,1821,398,1552,0,0.79,41,nan
3/23/93,10:48:00 PM,1.16.3,FR1,0,3.66,nan,1,Left,Left,1822,398,1552,0,nan,nan,0.11
3/23/93,10:48:00 PM,1.16.3,FR1,0,3.67,1,1,Pellet,Left,1822,398,1553,0,1.71,4847,nan
3/23/93,10:49:00 PM,1.16.3,FR1,0,3.67,nan,1,Left,Left,1823,398,1553,0,nan,nan,0.18
3/23/93,10:49:00 PM,1.16.3,FR1,0,3.67,1,1,Pellet,Left,1823,398,1554,0,12.78,60,nan
3/23/93,10:50:00 PM,1.16.3,FR1,0,3.67,nan,1,Left,Left,1824,398,1554,0,nan,nan,0.17
3/23/93,10:50:00 PM,1.16.3,FR1,0,3.67,1,1,Pellet,Left,1824,398,1555,0,0.67,37,nan
3/23/93,10:50:00 PM,1.16.3,FR1,0,3.67,nan,1,Left,Left,1825,398,1555,0,nan,nan,0.04
3/23/93,10:51:00 PM,1.16.3,FR1,0,3.66,2,1,Pellet,Left,1825,398,1556,0,0.12,26,nan
3/23/93,10:51:00 PM,1.16.3,FR1,0,3.67,nan,1,Left,Left,1826,398,1556,0,nan,nan,0.15
3/23/93,10:51:00 PM,1.16.3,FR1,0,3.66,1,1,Pellet,Left,1826,398,1557,0,0.36,24,nan
3/23/93,10:51:00 PM,1.16.3,FR1,0,3.67,nan,1,Left,Left,1827,398,1557,0,nan,nan,0.1
3/23/93,10:52:00 PM,1.16.3,FR1,0,3.66,1,1,Pellet,Left,1827,398,1558,0,24.42,50,nan
3/23/93,10:52:00 PM,1.16.3,FR1,0,3.67,nan,1,Left,Left,1828,398,1558,0,nan,nan,0.23
3/23/93,10:52:00 PM,1.16.3,FR1,0,3.67,1,1,Pellet,Left,1828,398,1559,0,0.55,30,nan
3/24/93,12:16:00 AM,1.16.3,FR1,0,3.67,nan,1,Left,Left,1829,398,1559,0,nan,nan,0.33
3/24/93,12:16:00 AM,1.16.3,FR1,0,3.67,1,1,Pellet,Left,1829,398,1560,0,1.4,5048,nan
3/24/93,12:17:00 AM,1.16.3,FR1,0,3.66,nan,1,Left,Left,1830,398,1560,0,nan,nan,0.21
3/24/93,12:17:00 AM,1.16.3,FR1,0,3.67,1,1,Pellet,Left,1830,398,1561,0,0.42,31,nan
3/24/93,12:17:00 AM,1.16.3,FR1,0,3.66,nan,1,Left,Left,1831,398,1561,0,nan,nan,0.04
3/24/93,12:17:00 AM,1.16.3,FR1,0,3.66,1,1,Pellet,Left,1831,398,1562,0,0.48,22,nan
3/24/93,12:18:00 AM,1.16.3,FR1,0,3.66,nan,1,Left,Left,1832,398,1562,0,nan,nan,0.05
